feature,mean_abs_shap
x14_1837.0,0.0002086156
x19_0.661023539,0.00020575231
x18_Trade: type 7,0.00020131386
x1_9594.0,0.00020099671
x0_16650.0,0.00019981775
x18_Emergency,0.00019948889
x1_100692.0,0.00019832015
x1_28191.6,0.00019348047
x19_0.162441998,0.00019307982
x19_0.432961667,0.00019217195
x19_0.078015767,0.00019153013
x19_0.232724776,0.00019149347
x0_9450.0,0.00019134441
x14_4315.0,0.00018843275
x1_33750.0,0.00018446229
x1_77968.8,0.00018364433
x2_2454.3,0.00018149934
x18_Kindergarten,0.00018101206
x14_4077.0,0.00017978459
x10_0.004849,0.0001771574
x2_1516.5,0.00017686766
x19_0.29109738,0.00017670327
x0_22500.0,0.00017490791
x19_0.275000352,0.00017310731
x2_1012.5,0.0001725784
x2_1777.5,0.00017210723
x11_10065.0,0.00017133029
x19_0.255331771,0.00017019668
x14_3416.0,0.00017015202
x1_7195.5,0.00016987757
x1_23702.4,0.00016811468
x1_16173.0,0.00016798844
x0_10350.0,0.00016737651
x12_476.0,0.00016182252
x15_Cleaning,0.00016171005
x12_447.0,0.00016142835
x10_0.010147,0.00016062048
x14_4498.0,0.00016038578
x19_0.130128543,0.00015893333
x14_1411.0,0.00015859395
x3_Partner,0.00015627529
x19_0.115386662,0.0001557707
x13_863.0,0.0001550152
x1_36000.0,0.00015355641
x10_0.01885,0.0001529977
x19_0.082814704,0.00015113033
x14_372.0,0.0001508192
x12_1085.0,0.00014642267
x12_398.0,0.00014617958
x12_713.0,0.00014598932
x19_0.23791608,0.00014582108
x19_0.569148771,0.00014406424
x12_220.0,0.00014315423
x19_0.410102573,0.00014010107
x12_857.0,0.00013839513
x14_4241.0,0.00013755813
x10_0.003122,0.00013705972
x19_0.377404249,0.0001367074
x19_0.231439351,0.00013628903
x1_61925.4,0.00013580552
x1_25373.7,0.00013541593
x1_25128.0,0.00013175145
x2_3674.7,0.00013073007
x1_7641.0,0.00013040635
x13_2491.0,0.00012743937
x14_4290.0,0.00012704884
x19_0.597192427,0.00012666131
x12_662.0,0.00012588757
x19_0.226347396,0.00012548306
x12_743.0,0.00012516393
x1_78169.5,0.00012515017
x12_1898.0,0.00012420677
x2_2066.85,0.00012386579
x19_0.137654462,0.00012356314
x2_2356.2,0.0001234541
x13_343.0,0.00012265905
x19_0.113196353,0.00012196964
x0_24750.0,0.000121912024
x14_768.0,0.00012165444
x12_751.0,0.000121625
x2_1823.4,0.000121365956
x2_3146.4,0.00012103024
x19_0.098218595,0.00012057888
x19_0.197474512,0.00012056827
x12_1989.0,0.00012054829
x2_2471.4,0.000120484015
x1_28440.0,0.000120028264
x1_40333.05,0.000119674565
x10_0.009657,0.00011935496
x12_825.0,0.00011922958
x12_1655.0,0.00011891199
x14_4120.0,0.00011889793
x14_631.0,0.00011853165
x14_4038.0,0.000118079384
x14_1962.0,0.000117688025
x19_0.092617171,0.00011709761
x13_676.0,0.000116793686
x19_0.389338792,0.0001166806
x14_554.0,0.00011650966
x12_1434.0,0.00011634821
x14_1116.0,0.000115561386
x1_24750.0,0.000115449235
x12_407.0,0.00011502839
x2_787.5,0.000114900875
x12_424.0,0.00011446147
x19_0.097581613,0.000114088776
x19_0.080649544,0.000113552764
x14_952.0,0.000113533206
x19_0.07546094,0.00011303872
x10_0.006008,0.00011223751
x14_4153.0,0.000111931
x2_3227.4,0.00011188014
x19_0.456109739,0.000110485045
x19_0.380799683,0.00011039415
x1_48006.0,0.000109852226
x19_0.236610824,0.00010950267
x2_2501.55,0.00010824655
x19_0.445396242,0.00010821881
x19_0.323311245,0.000106741805
x15_Medicine,0.000106537365
x12_237.0,0.00010533765
x1_45238.5,0.000103701976
x19_0.116124914,0.00010315219
x2_3686.4,0.000102392645
x2_2488.5,0.000101820886
x1_53330.4,0.00010025945
x2_2983.95,9.931975e-05
x10_0.002134,9.876525e-05
x1_72979.2,9.845528e-05
x2_6190.65,9.710639e-05
x13_5101.0,9.675476e-05
x14_5013.0,9.620895e-05
x2_2840.4,9.608029e-05
x2_2067.75,9.5792675e-05
x2_3133.35,9.5494484e-05
x2_2196.9,9.5212876e-05
x0_45000.0,9.515981e-05
x19_0.094451692,9.488391e-05
x19_0.805019662,9.321811e-05
x13_397.0,9.2604816e-05
x11_12659.0,9.224598e-05
x12_411.0,9.196684e-05
x19_0.595456203,9.155387e-05
x12_212.0,9.115666e-05
x0_20250.0,8.9990026e-05
x10_0.019689,8.971053e-05
x10_0.007305,8.825968e-05
x13_1705.0,8.821387e-05
x18_Other,8.6522465e-05
x19_0.128504377,8.5419684e-05
x2_2986.2,8.5202024e-05
x0_47250.0,8.479778e-05
x19_0.105473186,8.446747e-05
x1_26100.0,8.436482e-05
x0_4500.0,8.432256e-05
x12_488.0,8.3366656e-05
x12_1259.0,8.3067076e-05
x10_0.00702,8.300007e-05
x19_0.090220939,8.279891e-05
x12_1710.0,8.24695e-05
x12_700.0,8.1940896e-05
x14_4010.0,8.180318e-05
x1_27252.0,8.17834e-05
x14_741.0,8.120976e-05
x19_0.508286991,8.09915e-05
x12_472.0,8.087463e-05
x10_0.010032,8.05018e-05
x10_0.010966,8.024532e-05
x12_1126.0,8.020172e-05
x18_Industry: type 4,7.986171e-05
x1_46833.3,7.917464e-05
x0_6300.0,7.873658e-05
x1_58476.6,7.751729e-05
x12_762.0,7.6816854e-05
x1_50042.7,7.5633616e-05
x10_0.01452,7.4728276e-05
x19_0.263646813,7.347347e-05
x19_0.179821765,7.329345e-05
x2_3491.1,7.304038e-05
x19_0.490257512,7.287729e-05
x12_1176.0,7.27432e-05
x2_4254.75,7.097969e-05
x19_0.332850564,6.843286e-05
x19_0.328063161,6.775633e-05
x2_3115.35,6.751977e-05
x18_Industry: type 3,6.6908455e-05
x1_44078.4,6.575706e-05
x19_0.110332428,6.446114e-05
x1_144295.2,6.443498e-05
x13_188.0,6.4253276e-05
x14_3569.0,6.409933e-05
x19_0.107532176,6.3949024e-05
x2_2934.0,6.394168e-05
x12_563.0,6.357853e-05
x13_1648.0,6.3573665e-05
x14_728.0,6.3549734e-05
x14_3220.0,6.323682e-05
x14_1385.0,6.322825e-05
x13_669.0,6.3220075e-05
x13_3514.0,6.319013e-05
x14_959.0,6.29424e-05
x1_31500.0,6.1457984e-05
x2_2190.6,6.090346e-05
x11_16272.0,6.010357e-05
x18_Realtor,5.8705e-05
x19_0.429423684,5.8412534e-05
x12_369.0,5.7720175e-05
x1_28887.3,5.74899e-05
x19_0.19977057,5.6717498e-05
x2_1309.05,5.5398086e-05
x1_18000.0,5.4721335e-05
x2_1868.4,5.456921e-05
x19_0.150085176,5.328949e-05
x19_0.118364326,5.2048916e-05
x18_Legal Services,5.069305e-05
x2_6256.8,5.056549e-05
x1_58222.8,4.976662e-05
x2_2307.6,4.9597424e-05
x1_111384.0,4.877044e-05
x2_3337.65,4.4695036e-05
x10_0.002506,4.445106e-05
x2_1606.95,4.4415676e-05
x10_0.019101,4.420862e-05
x19_0.152866229,4.2983826e-05
x0_16200.0,4.269249e-05
x2_5332.95,4.217235e-05
x19_0.17352743,4.2109423e-05
x14_1505.0,4.2041618e-05
x19_0.227612915,4.1960182e-05
x2_2924.55,4.17993e-05
x14_2422.0,4.1694766e-05
x2_1999.8,4.1574298e-05
x12_251.0,4.1191728e-05
x2_1926.0,4.109357e-05
x13_162.0,4.0846408e-05
x2_2142.0,4.0466464e-05
x11_11364.0,4.0018098e-05
x12_1008.0,3.9735874e-05
x14_808.0,3.79674e-05
x10_0.015221,3.779316e-05
x12_508.0,3.656905e-05
x12_648.0,3.602271e-05
x10_0.000533,3.522754e-05
x14_1068.0,3.4845587e-05
x2_3165.3,3.37343e-05
x14_882.0,3.2708358e-05
x12_1367.0,3.2282165e-05
x12_1638.0,3.225153e-05
x2_4005.45,3.2010226e-05
x1_105663.6,3.1905653e-05
x19_0.092012809,3.1880707e-05
x12_1425.0,3.181508e-05
x12_1764.0,3.1713545e-05
x19_0.10015182,3.147346e-05
x2_1307.7,3.1425192e-05
x14_1422.0,3.125165e-05
x1_59527.35,3.1104126e-05
x12_2412.0,3.10128e-05
x13_3969.0,3.0806543e-05
x2_2659.05,3.0648986e-05
x14_651.0,3.041325e-05
x11_10929.0,3.0084813e-05
x14_569.0,2.9672803e-05
x11_9389.0,2.9136696e-05
x2_1466.1,2.7124805e-05
x0_24300.0,2.5877049e-05
x12_960.0,2.4831346e-05
x2_961.65,2.2843926e-05
x18_Industry: type 5,2.241992e-05
x12_9830.0,0.0
x12_983.0,0.0
x12_9814.0,0.0
x12_9846.0,0.0
x12_9822.0,0.0
x12_982.0,0.0
x12_8821.0,0.0
x12_9833.0,0.0
x12_9835.0,0.0
x12_981.0,0.0
x12_9827.0,0.0
x12_9839.0,0.0
x12_9845.0,0.0
x12_984.0,0.0
x12_9800.0,0.0
x12_9825.0,0.0
x12_8817.0,0.0
x12_9842.0,0.0
x12_882.0,0.0
x12_9804.0,0.0
x12_9841.0,0.0
x12_9806.0,0.0
x12_9808.0,0.0
x12_968.0,0.0
x12_9681.0,0.0
x12_8835.0,0.0
x12_9683.0,0.0
x12_9686.0,0.0
x12_969.0,0.0
x12_9691.0,0.0
x12_9695.0,0.0
x12_9696.0,0.0
x12_9698.0,0.0
x12_97.0,0.0
x12_9848.0,0.0
x12_9701.0,0.0
x12_9702.0,0.0
x12_9704.0,0.0
x12_9705.0,0.0
x12_9706.0,0.0
x12_971.0,0.0
x12_9710.0,0.0
x12_9716.0,0.0
x12_9718.0,0.0
x12_972.0,0.0
x12_9722.0,0.0
x12_970.0,0.0
x12_9637.0,0.0
x12_9639.0,0.0
x12_964.0,0.0
x12_9640.0,0.0
x12_9642.0,0.0
x12_9645.0,0.0
x12_9647.0,0.0
x12_965.0,0.0
x12_9650.0,0.0
x12_9652.0,0.0
x12_9653.0,0.0
x12_9679.0,0.0
x12_9658.0,0.0
x12_884.0,0.0
x12_9659.0,0.0
x12_966.0,0.0
x12_9661.0,0.0
x12_9662.0,0.0
x12_8838.0,0.0
x12_9663.0,0.0
x12_967.0,0.0
x12_9670.0,0.0
x12_9676.0,0.0
x12_9678.0,0.0
x12_9657.0,0.0
x12_976.0,0.0
x12_9760.0,0.0
x12_9762.0,0.0
x12_9763.0,0.0
x12_9766.0,0.0
x12_8826.0,0.0
x12_9767.0,0.0
x12_8825.0,0.0
x12_9768.0,0.0
x12_977.0,0.0
x12_9770.0,0.0
x12_8833.0,0.0
x12_8823.0,0.0
x12_9776.0,0.0
x12_9777.0,0.0
x12_978.0,0.0
x12_9787.0,0.0
x12_9790.0,0.0
x12_9793.0,0.0
x12_9794.0,0.0
x12_9798.0,0.0
x12_9799.0,0.0
x12_98.0,0.0
x12_980.0,0.0
x12_9771.0,0.0
x12_9724.0,0.0
x12_9727.0,0.0
x12_8832.0,0.0
x12_9729.0,0.0
x12_973.0,0.0
x12_9730.0,0.0
x12_9731.0,0.0
x12_9737.0,0.0
x12_9738.0,0.0
x12_9739.0,0.0
x12_974.0,0.0
x12_9758.0,0.0
x12_9743.0,0.0
x12_8830.0,0.0
x12_9744.0,0.0
x12_9745.0,0.0
x12_883.0,0.0
x12_9748.0,0.0
x12_975.0,0.0
x12_8827.0,0.0
x12_9752.0,0.0
x12_9754.0,0.0
x12_9755.0,0.0
x12_9756.0,0.0
x12_9742.0,0.0
x13_10040.0,0.0
x13_10041.0,0.0
x13_10042.0,0.0
x13_10043.0,0.0
x13_10044.0,0.0
x13_10045.0,0.0
x12_8799.0,0.0
x13_10046.0,0.0
x13_10047.0,0.0
x13_10048.0,0.0
x13_10049.0,0.0
x12_8791.0,0.0
x13_1005.0,0.0
x12_9944.0,0.0
x13_10051.0,0.0
x13_10052.0,0.0
x13_10053.0,0.0
x13_10054.0,0.0
x13_10055.0,0.0
x13_10056.0,0.0
x13_10057.0,0.0
x13_10058.0,0.0
x13_10059.0,0.0
x13_1006.0,0.0
x13_10060.0,0.0
x13_10061.0,0.0
x13_10062.0,0.0
x13_10063.0,0.0
x13_10050.0,0.0
x12_8805.0,0.0
x13_10018.0,0.0
x13_10019.0,0.0
x13_1002.0,0.0
x13_10020.0,0.0
x12_8803.0,0.0
x13_10021.0,0.0
x13_10022.0,0.0
x13_10023.0,0.0
x12_8802.0,0.0
x13_10024.0,0.0
x13_10025.0,0.0
x13_10026.0,0.0
x13_1004.0,0.0
x12_880.0,0.0
x13_10029.0,0.0
x13_1003.0,0.0
x13_10030.0,0.0
x13_10031.0,0.0
x13_10032.0,0.0
x13_10033.0,0.0
x13_10034.0,0.0
x12_88.0,0.0
x13_10035.0,0.0
x13_10036.0,0.0
x13_10037.0,0.0
x13_10038.0,0.0
x13_10039.0,0.0
x13_10027.0,0.0
x13_10091.0,0.0
x12_8788.0,0.0
x13_10092.0,0.0
x13_10093.0,0.0
x13_10094.0,0.0
x13_10095.0,0.0
x12_8787.0,0.0
x13_10096.0,0.0
x13_10097.0,0.0
x13_10098.0,0.0
x12_8786.0,0.0
x12_8784.0,0.0
x13_10099.0,0.0
x13_10064.0,0.0
x13_1010.0,0.0
x13_10101.0,0.0
x13_10102.0,0.0
x13_10103.0,0.0
x13_10104.0,0.0
x13_10105.0,0.0
x13_10106.0,0.0
x13_10107.0,0.0
x13_10108.0,0.0
x13_10109.0,0.0
x13_1011.0,0.0
x13_10110.0,0.0
x13_10111.0,0.0
x13_10112.0,0.0
x13_101.0,0.0
x13_10065.0,0.0
x13_10066.0,0.0
x13_10067.0,0.0
x13_10068.0,0.0
x13_10069.0,0.0
x13_1007.0,0.0
x13_10070.0,0.0
x12_8790.0,0.0
x13_10071.0,0.0
x13_10072.0,0.0
x13_10074.0,0.0
x12_879.0,0.0
x13_10075.0,0.0
x13_10076.0,0.0
x13_10090.0,0.0
x13_10078.0,0.0
x13_10079.0,0.0
x13_1008.0,0.0
x13_10080.0,0.0
x13_10081.0,0.0
x13_10082.0,0.0
x13_10083.0,0.0
x13_10084.0,0.0
x13_10085.0,0.0
x13_10086.0,0.0
x13_10087.0,0.0
x13_10088.0,0.0
x13_10089.0,0.0
x13_1009.0,0.0
x13_10077.0,0.0
x12_8813.0,0.0
x12_9897.0,0.0
x12_9898.0,0.0
x12_9899.0,0.0
x12_99.0,0.0
x12_990.0,0.0
x12_9900.0,0.0
x12_9901.0,0.0
x12_9902.0,0.0
x12_9904.0,0.0
x12_9907.0,0.0
x12_9908.0,0.0
x12_9909.0,0.0
x12_8806.0,0.0
x12_8812.0,0.0
x12_9912.0,0.0
x12_9913.0,0.0
x12_9914.0,0.0
x12_9919.0,0.0
x12_992.0,0.0
x12_9921.0,0.0
x12_9924.0,0.0
x12_9926.0,0.0
x12_9929.0,0.0
x12_993.0,0.0
x12_9933.0,0.0
x12_9937.0,0.0
x12_9938.0,0.0
x12_991.0,0.0
x12_985.0,0.0
x12_9850.0,0.0
x12_9852.0,0.0
x12_9853.0,0.0
x12_9858.0,0.0
x12_986.0,0.0
x12_9862.0,0.0
x12_9863.0,0.0
x12_9866.0,0.0
x12_9868.0,0.0
x12_9869.0,0.0
x12_987.0,0.0
x12_9872.0,0.0
x12_9894.0,0.0
x12_9876.0,0.0
x12_9877.0,0.0
x12_9878.0,0.0
x12_9879.0,0.0
x12_988.0,0.0
x12_9882.0,0.0
x12_9883.0,0.0
x12_9886.0,0.0
x12_9889.0,0.0
x12_8816.0,0.0
x12_989.0,0.0
x12_8815.0,0.0
x12_9892.0,0.0
x12_9893.0,0.0
x12_9874.0,0.0
x12_9993.0,0.0
x13_0.0,0.0
x12_8810.0,0.0
x12_881.0,0.0
x13_10.0,0.0
x13_100.0,0.0
x13_1000.0,0.0
x13_10000.0,0.0
x13_10001.0,0.0
x12_8809.0,0.0
x13_10002.0,0.0
x13_10003.0,0.0
x13_10004.0,0.0
x12_9939.0,0.0
x13_10006.0,0.0
x13_10007.0,0.0
x13_10008.0,0.0
x13_10009.0,0.0
x13_1001.0,0.0
x13_10010.0,0.0
x12_8808.0,0.0
x13_10011.0,0.0
x13_10012.0,0.0
x13_10013.0,0.0
x13_10014.0,0.0
x13_10015.0,0.0
