feature,mean_abs_shap
x12_10378.0,0.0
x12_1038.0,0.0
x12_10384.0,0.0
x12_10387.0,0.0
x12_1039.0,0.0
x12_10393.0,0.0
x12_11171.0,0.0
x12_10398.0,0.0
x12_104.0,0.0
x12_1040.0,0.0
x12_10401.0,0.0
x12_10402.0,0.0
x12_10408.0,0.0
x12_1041.0,0.0
x12_10411.0,0.0
x12_10413.0,0.0
x12_10417.0,0.0
x12_1042.0,0.0
x12_10420.0,0.0
x12_10423.0,0.0
x12_1043.0,0.0
x12_10394.0,0.0
x12_10301.0,0.0
x12_10304.0,0.0
x12_10309.0,0.0
x12_1031.0,0.0
x12_10310.0,0.0
x12_10311.0,0.0
x12_10313.0,0.0
x12_10315.0,0.0
x12_10316.0,0.0
x12_10317.0,0.0
x12_1032.0,0.0
x12_10324.0,0.0
x12_10325.0,0.0
x12_10327.0,0.0
x12_10358.0,0.0
x12_10329.0,0.0
x12_1033.0,0.0
x12_10334.0,0.0
x12_10339.0,0.0
x12_1034.0,0.0
x12_10342.0,0.0
x12_10343.0,0.0
x12_10345.0,0.0
x12_10347.0,0.0
x12_10349.0,0.0
x12_1035.0,0.0
x12_10350.0,0.0
x12_10351.0,0.0
x12_10357.0,0.0
x12_10328.0,0.0
x12_10516.0,0.0
x12_1052.0,0.0
x12_1053.0,0.0
x12_1054.0,0.0
x12_10542.0,0.0
x12_10547.0,0.0
x12_10549.0,0.0
x12_1055.0,0.0
x12_10551.0,0.0
x12_10552.0,0.0
x12_10559.0,0.0
x12_1056.0,0.0
x12_10563.0,0.0
x12_1057.0,0.0
x12_10430.0,0.0
x12_10574.0,0.0
x12_10577.0,0.0
x12_10578.0,0.0
x12_10579.0,0.0
x12_1058.0,0.0
x12_10583.0,0.0
x12_10588.0,0.0
x12_10589.0,0.0
x12_1059.0,0.0
x12_10598.0,0.0
x12_106.0,0.0
x12_1060.0,0.0
x12_10600.0,0.0
x12_10601.0,0.0
x12_10572.0,0.0
x12_10431.0,0.0
x12_10435.0,0.0
x12_10437.0,0.0
x12_1044.0,0.0
x12_10440.0,0.0
x12_10443.0,0.0
x12_10449.0,0.0
x12_1045.0,0.0
x12_10450.0,0.0
x12_10455.0,0.0
x12_10458.0,0.0
x12_1046.0,0.0
x12_10462.0,0.0
x12_10468.0,0.0
x12_10512.0,0.0
x12_1047.0,0.0
x12_10475.0,0.0
x12_1048.0,0.0
x12_10481.0,0.0
x12_10487.0,0.0
x12_1049.0,0.0
x12_10490.0,0.0
x12_10492.0,0.0
x12_10496.0,0.0
x12_10499.0,0.0
x12_105.0,0.0
x12_1050.0,0.0
x12_10505.0,0.0
x12_1051.0,0.0
x12_10469.0,0.0
x12_10121.0,0.0
x12_10122.0,0.0
x12_10126.0,0.0
x12_1013.0,0.0
x12_10131.0,0.0
x12_10134.0,0.0
x12_10135.0,0.0
x12_1014.0,0.0
x12_10145.0,0.0
x12_10146.0,0.0
x12_10148.0,0.0
x12_10149.0,0.0
x12_1015.0,0.0
x12_10150.0,0.0
x12_10300.0,0.0
x12_10154.0,0.0
x12_1016.0,0.0
x12_10162.0,0.0
x12_10164.0,0.0
x12_10168.0,0.0
x12_1017.0,0.0
x12_10178.0,0.0
x12_1018.0,0.0
x12_10183.0,0.0
x12_10184.0,0.0
x12_10187.0,0.0
x12_1019.0,0.0
x12_10194.0,0.0
x12_10195.0,0.0
x12_10153.0,0.0
x12_10064.0,0.0
x12_10068.0,0.0
x12_10069.0,0.0
x12_1007.0,0.0
x12_10072.0,0.0
x12_10073.0,0.0
x12_10079.0,0.0
x12_10083.0,0.0
x12_10084.0,0.0
x12_10086.0,0.0
x12_10087.0,0.0
x12_10089.0,0.0
x12_1009.0,0.0
x12_10090.0,0.0
x12_10120.0,0.0
x12_10096.0,0.0
x12_10097.0,0.0
x12_101.0,0.0
x12_1010.0,0.0
x12_10100.0,0.0
x12_10102.0,0.0
x12_10104.0,0.0
x12_10106.0,0.0
x12_10108.0,0.0
x12_1011.0,0.0
x12_10112.0,0.0
x12_10116.0,0.0
x12_10119.0,0.0
x12_1012.0,0.0
x12_10094.0,0.0
x12_10253.0,0.0
x12_10255.0,0.0
x12_10257.0,0.0
x12_10259.0,0.0
x12_1026.0,0.0
x12_10261.0,0.0
x12_10263.0,0.0
x12_10265.0,0.0
x12_10267.0,0.0
x12_10268.0,0.0
x12_1027.0,0.0
x12_10270.0,0.0
x12_10271.0,0.0
x12_10272.0,0.0
x12_102.0,0.0
x12_10275.0,0.0
x12_10276.0,0.0
x12_10279.0,0.0
x12_1028.0,0.0
x12_10280.0,0.0
x12_10286.0,0.0
x12_10288.0,0.0
x12_10289.0,0.0
x12_1029.0,0.0
x12_10290.0,0.0
x12_10294.0,0.0
x12_10299.0,0.0
x12_103.0,0.0
x12_1030.0,0.0
x12_10273.0,0.0
x12_1020.0,0.0
x12_10206.0,0.0
x12_10207.0,0.0
x12_10208.0,0.0
x12_1021.0,0.0
x12_10210.0,0.0
x12_10214.0,0.0
x12_10215.0,0.0
x12_10217.0,0.0
x12_10218.0,0.0
x12_1022.0,0.0
x12_10220.0,0.0
x12_10223.0,0.0
x12_10224.0,0.0
x12_10251.0,0.0
x12_10229.0,0.0
x12_1023.0,0.0
x12_10231.0,0.0
x12_10232.0,0.0
x12_10234.0,0.0
x12_10235.0,0.0
x12_10237.0,0.0
x12_10238.0,0.0
x12_1024.0,0.0
x12_10245.0,0.0
x12_10246.0,0.0
x12_10248.0,0.0
x12_10249.0,0.0
x12_1025.0,0.0
x12_10250.0,0.0
x12_10228.0,0.0
x12_10975.0,0.0
x12_10976.0,0.0
x12_10977.0,0.0
x12_10978.0,0.0
x12_10979.0,0.0
x12_1098.0,0.0
x12_10981.0,0.0
x12_10982.0,0.0
x12_10983.0,0.0
x12_10988.0,0.0
x12_1099.0,0.0
x12_10993.0,0.0
x12_11.0,0.0
x12_110.0,0.0
x12_10602.0,0.0
x12_11002.0,0.0
x12_11005.0,0.0
x12_11008.0,0.0
x12_1101.0,0.0
x12_11010.0,0.0
x12_11013.0,0.0
x12_11014.0,0.0
x12_11016.0,0.0
x12_11018.0,0.0
x12_11019.0,0.0
x12_1102.0,0.0
x12_11020.0,0.0
x12_11021.0,0.0
x12_11023.0,0.0
x12_1100.0,0.0
x12_1090.0,0.0
x12_10900.0,0.0
x12_10901.0,0.0
x12_10907.0,0.0
x12_1091.0,0.0
x12_10913.0,0.0
x12_1092.0,0.0
x12_10920.0,0.0
x12_10922.0,0.0
x12_10923.0,0.0
x12_10924.0,0.0
x12_10928.0,0.0
x12_1093.0,0.0
x12_10932.0,0.0
x12_10974.0,0.0
x12_1094.0,0.0
x12_10943.0,0.0
x12_10948.0,0.0
x12_1095.0,0.0
x12_10951.0,0.0
x12_10952.0,0.0
x12_10956.0,0.0
x12_10958.0,0.0
x12_10959.0,0.0
x12_1096.0,0.0
x12_10963.0,0.0
x12_10965.0,0.0
x12_10966.0,0.0
x12_1097.0,0.0
x12_10934.0,0.0
x12_1110.0,0.0
x12_11102.0,0.0
x12_11107.0,0.0
x12_1111.0,0.0
x12_11112.0,0.0
x12_11114.0,0.0
x12_11119.0,0.0
x12_1112.0,0.0
x12_11121.0,0.0
x12_11125.0,0.0
x12_11126.0,0.0
x12_11127.0,0.0
x12_11128.0,0.0
x12_1113.0,0.0
x12_11025.0,0.0
x12_1114.0,0.0
x12_11141.0,0.0
x12_11142.0,0.0
x12_11146.0,0.0
x12_11149.0,0.0
x12_1115.0,0.0
x12_11153.0,0.0
x12_11154.0,0.0
x12_11157.0,0.0
x12_1116.0,0.0
x12_11164.0,0.0
x12_11169.0,0.0
x12_1117.0,0.0
x12_11170.0,0.0
x12_11137.0,0.0
x12_1103.0,0.0
x12_11030.0,0.0
x12_11034.0,0.0
x12_11035.0,0.0
x12_11039.0,0.0
x12_1104.0,0.0
x12_11042.0,0.0
x12_11049.0,0.0
x12_1105.0,0.0
x12_11050.0,0.0
x12_11052.0,0.0
x12_11053.0,0.0
x12_11054.0,0.0
x12_11056.0,0.0
x12_111.0,0.0
x12_1106.0,0.0
x12_11061.0,0.0
x12_11062.0,0.0
x12_11066.0,0.0
x12_11069.0,0.0
x12_1107.0,0.0
x12_1108.0,0.0
x12_11080.0,0.0
x12_11083.0,0.0
x12_11085.0,0.0
x12_11086.0,0.0
x12_1109.0,0.0
x12_11092.0,0.0
x12_11098.0,0.0
x12_11099.0,0.0
x12_11058.0,0.0
x12_10669.0,0.0
x12_1067.0,0.0
x12_10672.0,0.0
x12_10676.0,0.0
x12_1068.0,0.0
x12_10680.0,0.0
x12_1069.0,0.0
x12_10691.0,0.0
x12_10693.0,0.0
x12_10696.0,0.0
x12_10699.0,0.0
x12_107.0,0.0
x12_1070.0,0.0
x12_10700.0,0.0
x12_109.0,0.0
x12_10711.0,0.0
x12_10718.0,0.0
x12_1072.0,0.0
x12_10726.0,0.0
x12_10727.0,0.0
x12_1073.0,0.0
x12_10731.0,0.0
x12_10732.0,0.0
x12_10735.0,0.0
x12_1074.0,0.0
x12_10741.0,0.0
x12_10746.0,0.0
x12_10747.0,0.0
x12_1075.0,0.0
x12_1071.0,0.0
x12_10604.0,0.0
x12_10607.0,0.0
x12_1061.0,0.0
x12_10613.0,0.0
x12_10615.0,0.0
x12_10617.0,0.0
x12_10618.0,0.0
x12_1062.0,0.0
x12_10624.0,0.0
x12_10626.0,0.0
x12_10628.0,0.0
x12_10629.0,0.0
x12_1063.0,0.0
x12_10635.0,0.0
x12_10668.0,0.0
x12_10639.0,0.0
x12_1064.0,0.0
x12_10640.0,0.0
x12_10641.0,0.0
x12_10645.0,0.0
x12_10646.0,0.0
x12_10648.0,0.0
x12_10649.0,0.0
x12_1065.0,0.0
x12_10655.0,0.0
x12_1066.0,0.0
x12_10661.0,0.0
x12_10663.0,0.0
x12_10666.0,0.0
x12_10638.0,0.0
x12_10825.0,0.0
x12_10826.0,0.0
x12_10827.0,0.0
x12_10828.0,0.0
x12_1083.0,0.0
x12_10832.0,0.0
x12_10838.0,0.0
x12_1084.0,0.0
x12_10840.0,0.0
x12_10843.0,0.0
x12_10851.0,0.0
x12_10853.0,0.0
x12_10855.0,0.0
x12_10856.0,0.0
x12_10750.0,0.0
x12_10860.0,0.0
x12_10862.0,0.0
x12_10864.0,0.0
x12_10868.0,0.0
x12_1087.0,0.0
x12_10877.0,0.0
x12_10878.0,0.0
x12_10879.0,0.0
x12_1088.0,0.0
x12_10883.0,0.0
x12_10887.0,0.0
x12_10888.0,0.0
x12_1089.0,0.0
x12_10893.0,0.0
x12_1086.0,0.0
x12_10752.0,0.0
x12_10753.0,0.0
x12_1076.0,0.0
x12_10760.0,0.0
x12_10762.0,0.0
x12_10768.0,0.0
x12_10769.0,0.0
x12_1077.0,0.0
x12_10770.0,0.0
x12_10771.0,0.0
x12_10772.0,0.0
x12_10774.0,0.0
x12_1078.0,0.0
x12_10783.0,0.0
x12_10824.0,0.0
x12_1079.0,0.0
x12_10793.0,0.0
x12_10799.0,0.0
x12_108.0,0.0
x12_1080.0,0.0
x12_10800.0,0.0
x12_10803.0,0.0
x12_10805.0,0.0
x12_10807.0,0.0
x12_10808.0,0.0
x12_1081.0,0.0
x12_10813.0,0.0
x12_10815.0,0.0
x12_1082.0,0.0
x12_10823.0,0.0
x12_10787.0,0.0
x12_5070.0,0.0
x12_5071.0,0.0
x12_5072.0,0.0
x12_5073.0,0.0
x12_5074.0,0.0
x12_5075.0,0.0
x12_5076.0,0.0
x12_5077.0,0.0
x12_5078.0,0.0
x12_5079.0,0.0
x12_5080.0,0.0
x12_5081.0,0.0
x12_5082.0,0.0
x12_5083.0,0.0
x12_2712.0,0.0
x12_5085.0,0.0
x12_5086.0,0.0
x12_5087.0,0.0
x12_5088.0,0.0
x12_5089.0,0.0
x12_509.0,0.0
x12_5090.0,0.0
x12_5091.0,0.0
x12_5092.0,0.0
x12_5093.0,0.0
x12_5094.0,0.0
x12_5095.0,0.0
x12_5096.0,0.0
x12_5097.0,0.0
x12_5084.0,0.0
x12_5040.0,0.0
x12_5041.0,0.0
x12_5043.0,0.0
x12_5044.0,0.0
x12_5045.0,0.0
x12_5047.0,0.0
x12_5048.0,0.0
x12_5049.0,0.0
x12_505.0,0.0
x12_5050.0,0.0
x12_5051.0,0.0
x12_5052.0,0.0
x12_5053.0,0.0
x12_5054.0,0.0
x12_507.0,0.0
x12_5056.0,0.0
x12_5057.0,0.0
x12_5058.0,0.0
x12_5059.0,0.0
x12_506.0,0.0
x12_5060.0,0.0
x12_5061.0,0.0
x12_5063.0,0.0
x12_5064.0,0.0
x12_5065.0,0.0
x12_5066.0,0.0
x12_5067.0,0.0
x12_5068.0,0.0
x12_5069.0,0.0
x12_5055.0,0.0
x12_5127.0,0.0
x12_5128.0,0.0
x12_5129.0,0.0
x12_513.0,0.0
x12_5130.0,0.0
x12_5131.0,0.0
x12_5132.0,0.0
x12_5133.0,0.0
x12_5134.0,0.0
x12_5135.0,0.0
x12_5136.0,0.0
x12_5137.0,0.0
x12_5138.0,0.0
x12_5139.0,0.0
x12_5098.0,0.0
x12_5140.0,0.0
x12_5141.0,0.0
x12_5142.0,0.0
x12_5143.0,0.0
x12_5144.0,0.0
x12_5145.0,0.0
x12_5146.0,0.0
x12_5147.0,0.0
x12_5148.0,0.0
x12_5149.0,0.0
x12_515.0,0.0
x12_5150.0,0.0
x12_5151.0,0.0
x12_5152.0,0.0
x12_514.0,0.0
x12_5099.0,0.0
x12_510.0,0.0
x12_5100.0,0.0
x12_5101.0,0.0
x12_5102.0,0.0
x12_5103.0,0.0
x12_5104.0,0.0
x12_5105.0,0.0
x12_5106.0,0.0
x12_5107.0,0.0
x12_5108.0,0.0
x12_5109.0,0.0
x12_511.0,0.0
x12_5110.0,0.0
x12_5126.0,0.0
x12_5113.0,0.0
x12_5114.0,0.0
x12_5115.0,0.0
x12_5116.0,0.0
x12_5117.0,0.0
x12_5118.0,0.0
x12_5119.0,0.0
x12_512.0,0.0
x12_5120.0,0.0
x12_5121.0,0.0
x12_5122.0,0.0
x12_5123.0,0.0
x12_5124.0,0.0
x12_5125.0,0.0
x12_5111.0,0.0
x12_4956.0,0.0
x12_4958.0,0.0
x12_496.0,0.0
x12_4960.0,0.0
x12_4961.0,0.0
x12_4962.0,0.0
x12_4963.0,0.0
x12_4964.0,0.0
x12_4965.0,0.0
x12_4966.0,0.0
x12_4967.0,0.0
x12_4968.0,0.0
x12_4969.0,0.0
x12_497.0,0.0
x12_504.0,0.0
x12_4971.0,0.0
x12_4972.0,0.0
x12_4973.0,0.0
x12_4974.0,0.0
x12_4975.0,0.0
x12_4976.0,0.0
x12_4977.0,0.0
x12_4978.0,0.0
x12_4979.0,0.0
x12_498.0,0.0
x12_4980.0,0.0
x12_4981.0,0.0
x12_4982.0,0.0
x12_4983.0,0.0
x12_4970.0,0.0
x12_4929.0,0.0
x12_493.0,0.0
x12_4930.0,0.0
x12_4931.0,0.0
x12_4932.0,0.0
x12_4933.0,0.0
x12_4934.0,0.0
x12_4935.0,0.0
x12_4936.0,0.0
x12_4937.0,0.0
x12_4938.0,0.0
x12_4939.0,0.0
x12_494.0,0.0
x12_4940.0,0.0
x12_4955.0,0.0
x12_4942.0,0.0
x12_4943.0,0.0
x12_4944.0,0.0
x12_4945.0,0.0
x12_4946.0,0.0
x12_4947.0,0.0
x12_4948.0,0.0
x12_4949.0,0.0
x12_495.0,0.0
x12_4950.0,0.0
x12_4951.0,0.0
x12_4952.0,0.0
x12_4953.0,0.0
x12_4954.0,0.0
x12_4941.0,0.0
x12_5013.0,0.0
x12_5014.0,0.0
x12_5015.0,0.0
x12_5016.0,0.0
x12_5017.0,0.0
x12_5018.0,0.0
x12_5019.0,0.0
x12_502.0,0.0
x12_5020.0,0.0
x12_5021.0,0.0
x12_5022.0,0.0
x12_5023.0,0.0
x12_5024.0,0.0
x12_5025.0,0.0
x12_4984.0,0.0
x12_5027.0,0.0
x12_5028.0,0.0
x12_5029.0,0.0
x12_503.0,0.0
x12_5030.0,0.0
x12_5031.0,0.0
x12_5032.0,0.0
x12_5033.0,0.0
x12_5034.0,0.0
x12_5035.0,0.0
x12_5036.0,0.0
x12_5037.0,0.0
x12_5038.0,0.0
x12_5039.0,0.0
x12_5026.0,0.0
x12_4985.0,0.0
x12_4986.0,0.0
x12_4987.0,0.0
x12_4988.0,0.0
x12_4989.0,0.0
x12_499.0,0.0
x12_4990.0,0.0
x12_4991.0,0.0
x12_4992.0,0.0
x12_4993.0,0.0
x12_4994.0,0.0
x12_4995.0,0.0
x12_4996.0,0.0
x12_4997.0,0.0
x12_5012.0,0.0
x12_4999.0,0.0
x12_50.0,0.0
x12_500.0,0.0
x12_5000.0,0.0
x12_5001.0,0.0
x12_5002.0,0.0
x12_5003.0,0.0
x12_5004.0,0.0
x12_5005.0,0.0
x12_5006.0,0.0
x12_5007.0,0.0
x12_5009.0,0.0
x12_501.0,0.0
x12_5010.0,0.0
x12_5011.0,0.0
x12_4998.0,0.0
x12_5295.0,0.0
x12_5296.0,0.0
x12_5297.0,0.0
x12_5298.0,0.0
x12_5299.0,0.0
x12_53.0,0.0
x12_530.0,0.0
x12_5300.0,0.0
x12_5301.0,0.0
x12_5302.0,0.0
x12_5303.0,0.0
x12_5304.0,0.0
x12_5305.0,0.0
x12_5306.0,0.0
x12_5153.0,0.0
x12_5308.0,0.0
x12_5309.0,0.0
x12_531.0,0.0
x12_5310.0,0.0
x12_5311.0,0.0
x12_5312.0,0.0
x12_5313.0,0.0
x12_5314.0,0.0
x12_5315.0,0.0
x12_5316.0,0.0
x12_5317.0,0.0
x12_5318.0,0.0
x12_5319.0,0.0
x12_532.0,0.0
x12_5307.0,0.0
x12_5264.0,0.0
x12_5265.0,0.0
x12_5266.0,0.0
x12_5267.0,0.0
x12_5268.0,0.0
x12_5269.0,0.0
x12_527.0,0.0
x12_5270.0,0.0
x12_5271.0,0.0
x12_5272.0,0.0
x12_5274.0,0.0
x12_5275.0,0.0
x12_5276.0,0.0
x12_5277.0,0.0
x12_5294.0,0.0
x12_5279.0,0.0
x12_528.0,0.0
x12_5280.0,0.0
x12_5282.0,0.0
x12_5283.0,0.0
x12_5284.0,0.0
x12_5285.0,0.0
x12_5286.0,0.0
x12_5287.0,0.0
x12_5288.0,0.0
x12_5289.0,0.0
x12_529.0,0.0
x12_5291.0,0.0
x12_5292.0,0.0
x12_5278.0,0.0
x12_535.0,0.0
x12_5350.0,0.0
x12_5351.0,0.0
x12_5352.0,0.0
x12_5353.0,0.0
x12_5354.0,0.0
x12_5355.0,0.0
x12_5356.0,0.0
x12_5357.0,0.0
x12_5359.0,0.0
x12_536.0,0.0
x12_5360.0,0.0
x12_5361.0,0.0
x12_5362.0,0.0
x12_5320.0,0.0
x12_5364.0,0.0
x12_5365.0,0.0
x12_5366.0,0.0
x12_5367.0,0.0
x12_5368.0,0.0
x12_5369.0,0.0
x12_537.0,0.0
x12_5370.0,0.0
x12_5371.0,0.0
x12_5372.0,0.0
x12_5373.0,0.0
x12_5374.0,0.0
x12_5375.0,0.0
x12_5376.0,0.0
x12_5363.0,0.0
x12_5321.0,0.0
x12_5322.0,0.0
x12_5323.0,0.0
x12_5324.0,0.0
x12_5325.0,0.0
x12_5326.0,0.0
x12_5327.0,0.0
x12_5329.0,0.0
x12_533.0,0.0
x12_5330.0,0.0
x12_5331.0,0.0
x12_5332.0,0.0
x12_5333.0,0.0
x12_5334.0,0.0
x12_5349.0,0.0
x12_5336.0,0.0
x12_5337.0,0.0
x12_5338.0,0.0
x12_5339.0,0.0
x12_534.0,0.0
x12_5340.0,0.0
x12_5341.0,0.0
x12_5342.0,0.0
x12_5343.0,0.0
x12_5344.0,0.0
x12_5345.0,0.0
x12_5346.0,0.0
x12_5347.0,0.0
x12_5348.0,0.0
x12_5335.0,0.0
x12_5181.0,0.0
x12_5182.0,0.0
x12_5183.0,0.0
x12_5184.0,0.0
x12_5185.0,0.0
x12_5186.0,0.0
x12_5187.0,0.0
x12_5188.0,0.0
x12_5189.0,0.0
x12_519.0,0.0
x12_5190.0,0.0
x12_5191.0,0.0
x12_5192.0,0.0
x12_5193.0,0.0
x12_5263.0,0.0
x12_5195.0,0.0
x12_5196.0,0.0
x12_5197.0,0.0
x12_5198.0,0.0
x12_5199.0,0.0
x12_52.0,0.0
x12_520.0,0.0
x12_5200.0,0.0
x12_5201.0,0.0
x12_5202.0,0.0
x12_5203.0,0.0
x12_5205.0,0.0
x12_5206.0,0.0
x12_5207.0,0.0
x12_5194.0,0.0
x12_5154.0,0.0
x12_5155.0,0.0
x12_5156.0,0.0
x12_5157.0,0.0
x12_5158.0,0.0
x12_5159.0,0.0
x12_516.0,0.0
x12_5160.0,0.0
x12_5161.0,0.0
x12_5162.0,0.0
x12_5163.0,0.0
x12_5164.0,0.0
x12_5165.0,0.0
x12_5166.0,0.0
x12_5180.0,0.0
x12_5168.0,0.0
x12_5169.0,0.0
x12_517.0,0.0
x12_5170.0,0.0
x12_5171.0,0.0
x12_5172.0,0.0
x12_5173.0,0.0
x12_5174.0,0.0
x12_5175.0,0.0
x12_5176.0,0.0
x12_5177.0,0.0
x12_5178.0,0.0
x12_5179.0,0.0
x12_518.0,0.0
x12_5167.0,0.0
x12_5237.0,0.0
x12_5238.0,0.0
x12_5239.0,0.0
x12_524.0,0.0
x12_5240.0,0.0
x12_5241.0,0.0
x12_5242.0,0.0
x12_5243.0,0.0
x12_5244.0,0.0
x12_5245.0,0.0
x12_5246.0,0.0
x12_5247.0,0.0
x12_5248.0,0.0
x12_5249.0,0.0
x12_5208.0,0.0
x12_5250.0,0.0
x12_5251.0,0.0
x12_5252.0,0.0
x12_5253.0,0.0
x12_5254.0,0.0
x12_5255.0,0.0
x12_5256.0,0.0
x12_5257.0,0.0
x12_5258.0,0.0
x12_5259.0,0.0
x12_526.0,0.0
x12_5260.0,0.0
x12_5261.0,0.0
x12_5262.0,0.0
x12_525.0,0.0
x12_5209.0,0.0
x12_521.0,0.0
x12_5210.0,0.0
x12_5211.0,0.0
x12_5212.0,0.0
x12_5213.0,0.0
x12_5214.0,0.0
x12_5215.0,0.0
x12_5216.0,0.0
x12_5217.0,0.0
x12_5218.0,0.0
x12_5219.0,0.0
x12_522.0,0.0
x12_5220.0,0.0
x12_5236.0,0.0
x12_5222.0,0.0
x12_5223.0,0.0
x12_5224.0,0.0
x12_5225.0,0.0
x12_5226.0,0.0
x12_5227.0,0.0
x12_5228.0,0.0
x12_5229.0,0.0
x12_523.0,0.0
x12_5230.0,0.0
x12_5231.0,0.0
x12_5232.0,0.0
x12_5233.0,0.0
x12_5234.0,0.0
x12_5235.0,0.0
x12_5221.0,0.0
x12_4610.0,0.0
x12_4611.0,0.0
x12_4612.0,0.0
x12_4613.0,0.0
x12_4614.0,0.0
x12_4616.0,0.0
x12_4617.0,0.0
x12_4618.0,0.0
x12_4619.0,0.0
x12_462.0,0.0
x12_4620.0,0.0
x12_4621.0,0.0
x12_4622.0,0.0
x12_4623.0,0.0
x12_4928.0,0.0
x12_4625.0,0.0
x12_4626.0,0.0
x12_4627.0,0.0
x12_4628.0,0.0
x12_4629.0,0.0
x12_463.0,0.0
x12_4630.0,0.0
x12_4631.0,0.0
x12_4632.0,0.0
x12_4633.0,0.0
x12_4634.0,0.0
x12_4635.0,0.0
x12_4636.0,0.0
x12_4637.0,0.0
x12_4624.0,0.0
x12_4584.0,0.0
x12_4585.0,0.0
x12_4586.0,0.0
x12_4587.0,0.0
x12_4588.0,0.0
x12_4589.0,0.0
x12_459.0,0.0
x12_4590.0,0.0
x12_4591.0,0.0
x12_4592.0,0.0
x12_4593.0,0.0
x12_4594.0,0.0
x12_4595.0,0.0
x12_4596.0,0.0
x12_461.0,0.0
x12_4598.0,0.0
x12_4599.0,0.0
x12_46.0,0.0
x12_460.0,0.0
x12_4600.0,0.0
x12_4601.0,0.0
x12_4602.0,0.0
x12_4603.0,0.0
x12_4604.0,0.0
x12_4605.0,0.0
x12_4606.0,0.0
x12_4607.0,0.0
x12_4608.0,0.0
x12_4609.0,0.0
x12_4597.0,0.0
x12_4667.0,0.0
x12_4668.0,0.0
x12_4669.0,0.0
x12_467.0,0.0
x12_4670.0,0.0
x12_4671.0,0.0
x12_4672.0,0.0
x12_4673.0,0.0
x12_4675.0,0.0
x12_4676.0,0.0
x12_4677.0,0.0
x12_4678.0,0.0
x12_468.0,0.0
x12_4680.0,0.0
x12_4638.0,0.0
x12_4683.0,0.0
x12_4684.0,0.0
x12_4685.0,0.0
x12_4686.0,0.0
x12_4687.0,0.0
x12_4688.0,0.0
x12_4689.0,0.0
x12_469.0,0.0
x12_4690.0,0.0
x12_4691.0,0.0
x12_4692.0,0.0
x12_4693.0,0.0
x12_4694.0,0.0
x12_4695.0,0.0
x12_4681.0,0.0
x12_4639.0,0.0
x12_464.0,0.0
x12_4640.0,0.0
x12_4641.0,0.0
x12_4642.0,0.0
x12_4643.0,0.0
x12_4644.0,0.0
x12_4645.0,0.0
x12_4646.0,0.0
x12_4647.0,0.0
x12_4648.0,0.0
x12_4649.0,0.0
x12_465.0,0.0
x12_4650.0,0.0
x12_4666.0,0.0
x12_4652.0,0.0
x12_4653.0,0.0
x12_4654.0,0.0
x12_4655.0,0.0
x12_4656.0,0.0
x12_4657.0,0.0
x12_4658.0,0.0
x12_4659.0,0.0
x12_4660.0,0.0
x12_4661.0,0.0
x12_4662.0,0.0
x12_4663.0,0.0
x12_4664.0,0.0
x12_4665.0,0.0
x12_4651.0,0.0
x12_45.0,0.0
x12_450.0,0.0
x12_4500.0,0.0
x12_4501.0,0.0
x12_4502.0,0.0
x12_4503.0,0.0
x12_4504.0,0.0
x12_4505.0,0.0
x12_4506.0,0.0
x12_4507.0,0.0
x12_4508.0,0.0
x12_4509.0,0.0
x12_451.0,0.0
x12_4510.0,0.0
x12_4583.0,0.0
x12_4512.0,0.0
x12_4513.0,0.0
x12_4514.0,0.0
x12_4515.0,0.0
x12_4516.0,0.0
x12_4517.0,0.0
x12_4518.0,0.0
x12_4519.0,0.0
x12_452.0,0.0
x12_4520.0,0.0
x12_4521.0,0.0
x12_4522.0,0.0
x12_4523.0,0.0
x12_4524.0,0.0
x12_4511.0,0.0
x12_4472.0,0.0
x12_4473.0,0.0
x12_4474.0,0.0
x12_4475.0,0.0
x12_4476.0,0.0
x12_4477.0,0.0
x12_4478.0,0.0
x12_4479.0,0.0
x12_448.0,0.0
x12_4480.0,0.0
x12_4481.0,0.0
x12_4482.0,0.0
x12_4483.0,0.0
x12_4484.0,0.0
x12_4499.0,0.0
x12_4486.0,0.0
x12_4487.0,0.0
x12_4488.0,0.0
x12_4489.0,0.0
x12_449.0,0.0
x12_4490.0,0.0
x12_4491.0,0.0
x12_4492.0,0.0
x12_4493.0,0.0
x12_4494.0,0.0
x12_4495.0,0.0
x12_4496.0,0.0
x12_4497.0,0.0
x12_4498.0,0.0
x12_4485.0,0.0
x12_4557.0,0.0
x12_4558.0,0.0
x12_4559.0,0.0
x12_456.0,0.0
x12_4560.0,0.0
x12_4561.0,0.0
x12_4562.0,0.0
x12_4563.0,0.0
x12_4564.0,0.0
x12_4565.0,0.0
x12_4566.0,0.0
x12_4567.0,0.0
x12_4568.0,0.0
x12_4569.0,0.0
x12_4525.0,0.0
x12_4570.0,0.0
x12_4571.0,0.0
x12_4572.0,0.0
x12_4573.0,0.0
x12_4574.0,0.0
x12_4575.0,0.0
x12_4576.0,0.0
x12_4577.0,0.0
x12_4578.0,0.0
x12_4579.0,0.0
x12_458.0,0.0
x12_4580.0,0.0
x12_4581.0,0.0
x12_4582.0,0.0
x12_457.0,0.0
x12_4526.0,0.0
x12_4527.0,0.0
x12_4528.0,0.0
x12_4529.0,0.0
x12_453.0,0.0
